"acc_x","acc_y","acc_z","w_x","w_y","w_z","ang_x","ang_y","ang_z"
"22.38","0.015"
"22.39","0.014"
"22.44","0.015"
"22.51","0.015"
"22.57","0.015"
"22.58","0.015"
"22.69","0.015"
"22.75","0.015"
"22.86","0.015"
"22.97","0.014"
"23.09","0.015"
"23.15","0.015"
"23.26","0.015"
"23.37","0.015"
"23.38","0.014"
"23.48","0.014"
"23.49","0.015"
"23.55","0.015"
"23.66","0.014"
"23.77","0.015"
"23.88","0.015"
"23.89","0.015"
"23.94","0.014"
"23.95","0.014"
"24.06","0.015"
"24.17","0.015"
"24.28","0.015"
"24.29","0.015"
"24.35","0.015"
"24.46","0.015"
"24.58","0.015"
"24.64","0.015"
"24.65","0.015"
"24.75","0.015"
"24.76","0.015"
"24.87","0.015"
"24.98","0.015"
"25.04","0.015"
"25.05","0.015"
"25.19","0.015"
"25.25","0.015"
"25.26","0.015"
"25.36","0.014"
"25.47","0.014"
"25.48","0.014"
"25.54","0.014"
"25.65","0.015"
"25.66","0.015"
"25.77","0.015"
"25.83","0.015"
"25.89","0.014"
"25.95","0.014"
"26.06","0.015"
"26.17","0.015"
"26.23","0.015"
"26.29","0.015"
"26.35","0.015"
"26.46","0.015"
"26.47","0.015"
"26.58","0.015"
"26.59","0.015"
"26.65","0.015"
"26.76","0.015"
"26.87",""
"26.88",""
"26.93",""
"26.94",""
"27.04",""
"27.05",""
"27.16",""
"27.27",""
"27.33",""
"27.34",""
"27.44",""
"27.45",""
"27.56",""
"27.57",""
"27.63",""
"27.74",""
"27.75",""
"27.85",""
"27.86",""
"27.97",""
"28.03",""
"28.14",""
"28.15",""
"28.25",""
"28.26",""
"28.37",""
"28.43",""
"28.56",""
"28.68",""
"28.74",""
"28.85",""
"28.86",""
"28.97",""
"28.98",""
"29.03",""
"29.04",""
"29.14",""
"29.15",""
"29.26",""
"29.38",""
"29.44",""
"29.56",""
"29.62",""
"29.63",""
"29.73",""
"29.74",""
"29.85",""
"29.96",""
"30.01",""
"30.02",""
"30.08",""
"30.14",""
"30.25",""
"30.26",""
"30.36",""
"30.37",""
"30.42",""
"30.43",""
"30.54",""
"30.55",""
"30.66",""
"30.72",""
"30.83",""
"30.84",""
"30.95",""
"31.06",""
"31.13",""
"31.24",""
"31.35",""
"31.41",""
"31.47",""
"31.48",""
"31.53",""
"31.54",""
"31.65",""
"31.66",""
"31.71",""
"31.83",""
"31.94",""
"32.05",""
"32.06",""
"32.11",""
"32.12",""
"32.23",""
"32.34",""
"32.35",""
"32.45",""
"32.46",""
"32.52",""
"32.64",""
"32.75",""
"32.82",""
"32.93",""
"33.04",""
"33.05",""
"33.11",""
"33.16",""
"33.17",""
"33.22",""
"33.23",""
"33.34",""
"33.45",""
"33.51",""
"33.52",""
"33.63",""
"33.64",""
"33.75",""
"33.8",""
"33.87",""
"33.92",""
"33.93",""
"34.03",""
"34.04",""
"34.14",""
"34.15",""
"34.16",""
"34.26",""
"34.27",""
"34.32",""
"34.33",""
"34.43",""
"34.44",""
"34.55",""
"34.61",""
"34.72",""
"34.73",""
"34.83",""
"34.84",""
"34.95",""
"35.01",""
"35.12",""
"35.23",""
"35.24",""
"35.34",""
"35.35",""
"35.41",""
"35.52",""
"35.64",""
"35.65",""
"35.7",""
"35.76",""
"35.82",""
"35.83",""
"35.93",""
"35.94",""
"36.04",""
"36.05",""
"36.1",""
"36.11",""
"36.22",""
"36.33",""
"36.34",""
"36.44",""
"36.45",""
"36.5",""
"36.51",""
"36.63",""
"36.74",""
"36.79",""
"36.8",""
"36.85",""
"36.86",""
"36.91",""
"36.92",""
"37.02",""
"37.03",""
"37.14",""
"37.2",""
"37.21",""
"37.31",""
"37.32",""
"37.42",""
"37.43",""
"37.54",""
"37.6",""
"37.61",""
"37.71",""
"37.72",""
"37.83",""
"37.93",""
"37.94",""
"38.05",""
"38.11",""
"38.12",""
"38.22",""
"38.34",""
"38.4",""
"38.51",""
"38.63",""
"38.69",""
"38.75",""
"38.81",""
"38.82",""
"38.93",""
"39.04",""
"39.1",""
"39.11",""
"39.21",""
"39.22",""
"39.32",""
"39.33",""
"39.43",""
"39.44",""
"39.5",""
"39.61",""
"39.72",""
"39.73",""
"39.84",""
"39.85",""
"39.89",""
"39.9",""
"39.91",""
"40.01",""
"40.13",""
"40.14",""
"40.24",""
"40.25",""
"40.3",""
"40.31",""
"40.42",""
"40.53",""
"40.59",""
"40.71",""
"40.72",""
"40.82",""
"40.83",""
"40.88",""
"40.94",""
"40.95",""
"41.0",""
"41.01",""
"41.12",""
"41.23",""
"41.29",""
"41.41",""
"41.52",""
"41.64",""
"41.65",""
"41.7",""
"41.71",""
"41.82",""
"41.89",""
"42.01",""
"42.12",""
"42.18",""
"42.24",""
"42.3",""
"42.41",""
