"acc_x","acc_y","acc_z","w_x","w_y","w_z","ang_x","ang_y","ang_z"
"0","0"
"0.23","0.015"
"0.35","0.014"
"0.36","0.014"
"0.41","0.015"
"0.42","0.014"
"0.52","0.014"
"0.53","0.014"
"0.63","0.014"
"0.64","0.015"
"0.75","0.015"
"0.76","0.014"
"0.81","0.014"
"0.82","0.015"
"0.92","0.015"
"0.93","0.014"
"1.03","0.014"
"1.04","0.014"
"1.15","0.014"
"1.21","0.014"
"1.32","0.014"
"1.33","0.014"
"1.43","0.014"
"1.44","0.015"
"1.54","0.015"
"1.55","0.015"
"1.61","0.014"
"1.72","0.014"
"1.73","0.015"
"1.83","0.014"
"1.84","0.015"
"1.94","0.015"
"1.95","0.014"
"2.01","0.014"
"2.12","0.014"
"2.13","0.014"
"2.23","0.014"
"2.24","0.015"
"2.35","0.015"
"2.41","0.014"
"2.52","0.014"
"2.53","0.015"
"2.63","0.014"
"2.64","0.014"
"2.7","0.014"
"2.76","0.015"
"2.82","0.014"
"2.93","0.014"
"2.94","0.014"
"3.05","0.014"
"3.11","0.014"
"3.12","0.015"
"3.23","0.015"
"3.34","0.014"
"3.35","0.014"
"3.4","0.015"
"3.41","0.015"
"3.51","0.015"
"3.52","0.015"
"3.63","0.014"
"3.74","0.015"
"3.8","0.015"
"3.91","0.015"
"3.92","0.015"
"4.03","0.015"
"4.14","0.015"
"4.15","0.015"
"4.2","0.014"
"4.21","0.014"
"4.31","0.014"
"4.32","0.014"
"4.43","0.015"
"4.49","0.015"
"4.55","0.015"
"4.61","0.015"
"4.7","0.015"
"4.71","0.014"
"4.82","0.014"
"4.83","0.014"
"4.93","0.015"
"4.94","0.015"
"5.05","0.015"
"5.06","0.014"
"5.07","0.014"
"5.11","0.014"
"5.12","0.014"
"5.22","0.014"
"5.23","0.015"
"5.34","0.015"
"5.4","0.015"
"5.53","0.015"
"5.54","0.015"
"5.59","0.015"
"5.6","0.014"
"5.71","0.014"
"5.82","0.015"
"5.83","0.015"
"5.93","0.014"
"5.94","0.014"
"5.99","0.015"
"6.0","0.015"
"6.1","0.015"
"6.11","0.014"
"6.22","0.014"
"6.33","0.014"
"6.34","0.015"
"6.39","0.015"
"6.4","0.015"
"6.5","0.015"
"6.51","0.015"
"6.61","0.014"
"6.62","0.014"
"6.73","0.015"
"6.78","0.015"
"6.84","0.014"
"6.9","0.014"
"6.91","0.015"
"7.01","0.015"
"7.02","0.014"
"7.13","0.014"
"7.14","0.014"
"7.19","0.014"
"7.2","0.015"
"7.33","0.015"
"7.39","0.015"
"7.5","0.015"
"7.51","0.014"
"7.62","0.014"
"7.74","0.014"
"7.8","0.015"
"7.91","0.015"
"8.02","0.015"
"8.03","0.015"
"8.09","0.014"
"8.2","0.014"
"8.31","0.015"
"8.42","0.014"
"8.43","0.014"
"8.49","0.014"
"8.5","0.015"
"8.6","0.014"
"8.61","0.014"
"8.71","0.014"
"8.72","0.015"
"8.83","0.014"
"8.89","0.014"
"9.0","0.015"
"9.01","0.015"
"9.11","0.015"
"9.12","0.015"
"9.18","0.015"
"9.24","0.015"
"9.3","0.015"
"9.41","0.015"
"9.42","0.015"
"9.52","0.015"
"9.53","0.015"
"9.58","0.014"
"9.59","0.015"
"9.6","0.015"
"9.7","0.015"
"9.89","0.015"
"9.9","0.015"
"10.0","0.014"
"10.11","0.014"
"10.12","0.015"
"10.23","0.015"
"10.24","0.015"
"10.3","0.015"
"10.41","0.015"
"10.42","0.014"
"10.52","0.014"
"10.53","0.014"
"10.58","0.015"
"10.59","0.015"
"10.7","0.014"
"10.81","0.014"
"10.92","0.015"
"10.93","0.015"
"10.99","0.015"
"11.1","0.015"
"11.11","0.014"
"11.21","0.014"
"11.22","0.014"
"11.28","0.015"
"11.39","0.014"
"11.4","0.015"
"11.51","0.015"
"11.63","0.015"
"11.69","0.015"
"11.8","0.015"
"11.91","0.014"
"11.92","0.014"
"11.98","0.015"
"12.09","0.014"
"12.2","0.014"
"12.21","0.014"
"12.31","0.014"
"12.32","0.015"
"12.38","0.015"
"12.39","0.015"
"12.5","0.014"
"12.61","0.014"
"12.62","0.015"
"12.67","0.015"
"12.68","0.014"
"12.78","0.014"
"12.79","0.014"
"12.9","0.015"
"13.01","0.015"
"13.08","0.015"
"13.19","0.014"
"13.3","0.014"
"13.41","0.014"
"13.42","0.015"
"13.47","0.015"
"13.48","0.014"
"13.58","0.014"
"13.59","0.014"
"13.7","0.015"
"13.71","0.015"
"13.81","0.014"
"13.82","0.014"
"13.87","0.014"
"13.88","0.014"
"13.99","0.014"
"14.1","0.014"
"14.11","0.014"
"14.22","0.014"
"14.23","0.014"
"14.28","0.015"
"14.29","0.014"
"14.4","0.014"
"14.41","0.014"
"14.52","0.014"
"14.53","0.014"
"14.58","0.014"
"14.59","0.014"
"14.69","0.015"
"14.7","0.015"
"14.81","0.015"
"14.87","0.015"
"14.98","0.015"
"14.99","0.014"
"15.09","0.014"
"15.1","0.015"
"15.21","0.015"
"15.27","0.015"
"15.38","0.015"
"15.39","0.014"
"15.5","0.014"
"15.51","0.015"
"15.56","0.015"
"15.57","0.015"
"15.68","0.014"
"15.79","0.015"
"15.9","0.015"
"15.95","0.015"
"15.96","0.015"
"16.02","0.014"
"16.07","0.015"
"16.08","0.015"
"16.17","0.014"
"16.18","0.014"
"16.28","0.014"
"16.29","0.014"
"16.4","0.014"
"16.46","0.014"
"16.52","0.015"
"16.57","0.014"
"16.58","0.014"
"16.69","0.014"
"16.8","0.014"
"16.81","0.014"
"16.86","0.014"
"16.87","0.014"
"16.97","0.014"
"16.98","0.014"
"17.09","0.014"
"17.2","0.014"
"17.26","0.014"
"17.27","0.014"
"17.37","0.014"
"17.38","0.015"
"17.49","0.014"
"17.6","0.014"
"17.66","0.015"
"17.78","0.015"
"17.89","0.015"
"18.0","0.015"
"18.06","0.015"
"18.07","0.015"
"18.17","0.015"
"18.18","0.015"
"18.3","0.015"
"18.36","0.015"
"18.47","0.015"
"18.48","0.015"
"18.64","0.015"
"18.7","0.015"
"18.76","0.015"
"18.87","0.015"
"18.98","0.014"
"18.99","0.014"
"19.09","0.014"
"19.1","0.015"
"19.15","0.015"
"19.16","0.014"
"19.27","0.014"
"19.39","0.014"
"19.4","0.015"
"19.45","0.015"
"19.46","0.015"
"19.57","0.015"
"19.68","0.015"
"19.79","0.015"
"19.8","0.015"
"19.85","0.014"
"19.86","0.014"
"19.97","0.014"
"20.08","0.014"
"20.19","0.014"
"20.25","0.014"
"20.36","0.015"
"20.37","0.014"
"20.47","0.014"
"20.48","0.014"
"20.58","0.014"
"20.59","0.014"
"20.65","0.015"
"20.66","0.015"
"20.76","0.015"
"20.77","0.015"
"20.88","0.015"
"20.99","0.015"
"21.05","0.015"
"21.06","0.015"
"21.17","0.015"
"21.28","0.014"
"21.29","0.014"
"21.3","0.014"
"21.34","0.015"
"21.4","0.015"
"21.41","0.015"
"21.46","0.015"
"21.47","0.015"
"21.59","0.015"
"21.6","0.014"
"21.65","0.015"
"21.76","0.015"
"21.87","0.014"
"21.98","0.014"
"22.03","0.014"
"22.04","0.015"
"22.1","0.014"
"22.15","0.015"
"22.16","0.014"
"22.27","0.014"
