"acc_x","acc_y","acc_z","w_x","w_y","w_z","ang_x","ang_y","ang_z"
"0","0"
"0.22","0.014"
"0.23","0.014"
"0.34","0.014"
"0.35","0.014"
"0.45","0.015"
"0.46","0.014"
"0.57","0.014"
"0.63","0.014"
"0.64","0.014"
"0.74","0.014"
"0.75","0.014"
"0.86","0.014"
"0.92","0.014"
"1.03","0.014"
"1.04","0.015"
"1.15","0.015"
"1.27","0.014"
"1.33","0.014"
"1.44","0.014"
"1.56","0.014"
"1.62","0.015"
"1.73","0.015"
"1.74","0.014"
"1.84","0.014"
"1.85","0.014"
"1.91","0.014"
"1.97","0.015"
"2.02","0.014"
"2.03","0.014"
"2.14","0.014"
"2.25","0.014"
"2.31","0.014"
"2.32","0.014"
"2.42","0.015"
"2.43","0.015"
"2.54","0.014"
"2.65","0.014"
"2.66","0.015"
"2.71","0.015"
"2.72","0.015"
"2.83","0.014"
"2.84","0.014"
"2.94","0.013"
"2.95","0.014"
"3.06","0.014"
"3.07","0.014"
"3.13","0.014"
"3.25","0.014"
"3.31","0.014"
"3.32","0.014"
"3.43","0.014"
"3.54","0.014"
"3.55","0.014"
"3.6","0.014"
"3.66","0.014"
"3.72","0.014"
"3.83","0.014"
"3.84","0.014"
"3.94","0.014"
"3.95","0.015"
"4.01","0.015"
"4.11","0.014"
"4.12","0.015"
"4.23","0.014"
"4.34","0.015"
"4.35","0.015"
"4.46","0.015"
"4.52","0.014"
"4.63","0.014"
"4.64","0.014"
"4.75","0.015"
"4.81","0.015"
"4.92","0.014"
"5.03","0.015"
"5.04","0.015"
"5.14","0.014"
"5.15","0.015"
"5.2","0.014"
"5.21","0.014"
"5.32","0.014"
"5.43","0.014"
"5.54","0.014"
"5.55","0.015"
"5.6","0.015"
"5.61","0.014"
"5.72","0.014"
"5.83","0.014"
"5.94","0.014"
"5.95","0.014"
"6.0","0.014"
"6.01","0.014"
"6.12","0.014"
"6.23","0.014"
"6.24","0.015"
"6.34","0.015"
"6.35","0.015"
"6.4","0.015"
"6.41","0.014"
"6.52","0.014"
"6.62","0.014"
"6.63","0.014"
"6.73","0.014"
"6.74","0.014"
"6.79","0.015"
"6.85","0.015"
"6.86","0.015"
